gyro_raw_y,gyro_raw_x,gyro_raw_z,pressure,compass_raw_z,compass_raw_y,compass_raw_x,temp,accel_row_z,accel_row_y,accel_row_x,time
2.0825905799865723,2.4047141075134277,0.10651285946369171,0,2.9239208698272705,-25.898469924926758,-22.426677703857422,34.063751220703125,0.2527136504650116,0.029620693996548653,0.011394958011806011,1631169526.639587
0.0036987229250371456,0.007797770202159882,-0.0004906095564365387,1012.71533203125,4.8239922523498535,-38.676307678222656,-34.05792236328125,34.063751220703125,0.9569975137710571,0.02476484328508377,0.020123012363910675,1631169526.686493
0.003485321532934904,0.008952036499977112,0.00041947141289711,1012.718017578125,5.718751907348633,-45.464908599853516,-40.0764274597168,34.11882400512695,0.9535858035087585,0.02476484328508377,0.021335240453481674,1631169526.730661
0.004198369570076466,0.006120704114437103,0.00015817582607269287,1012.71630859375,6.347170829772949,-48.88148498535156,-43.07905197143555,34.11882400512695,0.9511488080024719,0.02549321949481964,0.020850349217653275,1631169526.772429
0.003695226740092039,0.00700339674949646,-0.0019367896020412445,1012.719970703125,6.529901504516602,-50.72798156738281,-44.551795959472656,34.063751220703125,0.9528546929359436,0.026464389637112617,0.021335240453481674,1631169526.820147
0.0034970552660524845,0.006681591272354126,-0.00038923509418964386,1012.7216796875,6.656741142272949,-51.7542839050293,-45.26856994628906,34.063751220703125,0.9511488080024719,0.025007635354995728,0.020850349217653275,1631169526.861906
0.0035836875904351473,0.006104364991188049,0.0011064093559980392,1012.722900390625,6.806100845336914,-52.15023422241211,-45.63146209716797,34.08210754394531,0.9513924717903137,0.025007635354995728,0.020850349217653275,1631169526.909611
0.002189764054492116,0.007568612694740295,0.0004859473556280136,1012.719482421875,6.792153835296631,-52.542747497558594,-45.98527526855469,34.08210754394531,0.9528546929359436,0.024522049352526665,0.021577686071395874,1631169526.951363
0.0017508743330836296,0.004565715789794922,-0.0016399845480918884,1012.717529296875,6.810364723205566,-52.52585220336914,-46.02397537231445,34.027034759521484,0.9540731310844421,0.025736013427376747,0.019638117402791977,1631169526.988558
0.0025197991635650396,0.005220323801040649,0.00047301314771175385,1012.7158203125,7.025362014770508,-52.65938949584961,-46.075626373291016,34.027034759521484,0.9545605182647705,0.025007635354995728,0.019880564883351326,1631169527.030309
-0.0003828471526503563,0.0028843954205513,-0.00014094263315200806,1012.715087890625,6.731793403625488,-52.8435173034668,-46.17824935913086,34.027034759521484,0.9543168544769287,0.025250427424907684,0.020123012363910675,1631169527.077397
0.0016129009891301394,0.005618728697299957,0.00014136359095573425,1012.710693359375,6.4693450927734375,-52.92262649536133,-46.27301025390625,33.95360565185547,0.9565101265907288,0.025007635354995728,0.019153228029608727,1631169527.145079
0.003324893768876791,0.004113733768463135,-0.000456150621175766,1012.711181640625,6.402860164642334,-52.924720764160156,-46.249061584472656,34.0086784362793,0.9560227394104004,0.024522049352526665,0.021820131689310074,1631169527.222365
0.0019637339282780886,0.0022075697779655457,0.0007578227669000626,1012.710205078125,6.60882568359375,-52.995208740234375,-46.2739372253418,34.0086784362793,0.9589471220970154,0.024522049352526665,0.019638117402791977,1631169527.294025
-0.0005410644225776196,0.005065783858299255,-0.0010666567832231522,1012.704833984375,6.085143089294434,-52.92412185668945,-46.127403259277344,34.11882400512695,0.9572411775588989,0.025736013427376747,0.019638117402791977,1631169527.37141
0.0026938370428979397,0.0051699355244636536,-0.00045809149742126465,1012.706787109375,6.294775009155273,-52.64561080932617,-45.954402923583984,34.027034759521484,0.9616277813911438,0.02549321949481964,0.020850349217653275,1631169527.443046
0.0007779970765113831,0.0022559314966201782,-0.0010357219725847244,1012.707763671875,6.157477855682373,-52.312747955322266,-45.782859802246094,34.08210754394531,0.9616277813911438,0.02355087921023369,0.020607901737093925,1631169527.514628
0.0009699992369860411,0.00032757222652435303,-0.00037393718957901,1012.701416015625,6.2434186935424805,-51.79498291015625,-45.99046325683594,34.08210754394531,0.958459734916687,0.025007635354995728,0.020123012363910675,1631169527.586337
0.002348378300666809,-0.0003642067313194275,-0.0006256699562072754,1012.69580078125,5.991352558135986,-52.03091812133789,-46.36420440673828,34.137184143066406,0.9626024961471558,0.025736013427376747,0.022305024787783623,1631169527.661974
0.0013359310105443,0.0013756603002548218,0.0002914462238550186,1012.694091796875,5.5070390701293945,-52.532772064208984,-46.363773345947266,34.137184143066406,0.9628462195396423,0.025007635354995728,0.019880564883351326,1631169527.737629
0.0021753045730292797,-0.0010949373245239258,-0.0012244991958141327,1012.693359375,6.63909387588501,-52.507083892822266,-46.47111511230469,34.027034759521484,0.9630899429321289,0.02476484328508377,0.022547468543052673,1631169527.809247
0.0018070265650749207,0.003053009510040283,-0.0015242323279380798,1012.693115234375,6.200295925140381,-52.50187301635742,-46.319339752197266,34.027034759521484,0.9623588919639587,0.024279257282614708,0.018668334931135178,1631169527.880852
0.002307858318090439,0.005303956568241119,0.0005983375012874603,1012.686767578125,6.281068325042725,-51.985042572021484,-46.47675704956055,34.027034759521484,0.9645521640777588,0.024279257282614708,0.020850349217653275,1631169527.950131
