gyro_raw_y,gyro_raw_x,gyro_raw_z,displacement,pressure,compass_raw_z,compass_raw_y,compass_raw_x,temp,accel_row_z,accel_row_y,accel_row_x,time,velocity
0.30887162685394287,2.4035072326660156,0.002008611336350441,0.0,0,-7.258821964263916,-17.970436096191406,-31.18402671813965,33.69659423828125,0.2324867993593216,-0.016403360292315483,0.03200286254286766,1631247676.956122,0.0
-0.0008798153139650822,0.005075469613075256,0.0019467100501060486,-0.016611549570207215,1016.760986328125,-10.998210906982422,-27.204608917236328,-47.133358001708984,33.64152145385742,0.9608966708183289,0.04103194549679756,0.027153942734003067,1631247677.050959,-0.3503172077175013
0.002752678468823433,0.006240382790565491,0.0018201693892478943,-0.042153477504054404,1016.757568359375,-12.609643936157227,-32.165409088134766,-55.03554153442383,33.64152145385742,0.9513924717903137,0.03981798142194748,0.02569926716387272,1631247677.122577,-0.3629667260123005
0.07775108516216278,0.0038341209292411804,0.00380670465528965,-0.06780947361166853,1016.763427734375,-13.347800254821777,-34.80248260498047,-59.3958854675293,33.806739807128906,0.9545605182647705,0.041517529636621475,0.014546754769980907,1631247677.191879,-0.3774438170576017
0.0008378311758860946,0.004194334149360657,-0.00048107467591762543,-0.09524473233218793,1016.765625,-13.7227201461792,-35.99300003051758,-60.904197692871094,33.77002716064453,0.9611403942108154,0.04127473756670952,0.025941714644432068,1631247677.263474,-0.38895820892725574
0.00019073276780545712,0.0015887022018432617,0.003056369721889496,-0.12508815333922751,1016.767822265625,-14.010218620300293,-36.57733154296875,-61.979305267333984,33.659881591796875,0.9560227394104004,0.04127473756670952,0.012122295796871185,1631247677.33907,-0.40059107532911553
0.00293359300121665,0.005639098584651947,-5.221739411354065e-05,-0.15583162516457766,1016.7734375,-14.173073768615723,-36.81949234008789,-62.82044982910156,33.73331069946289,0.9608966708183289,0.037875641137361526,0.02448703721165657,1631247677.414702,-0.4123857066252408
-0.0003398503176867962,0.00776199996471405,0.00413857214152813,-0.1856743482425755,1016.777587890625,-14.347312927246094,-36.868927001953125,-63.25828170776367,33.73331069946289,0.9618715047836304,0.043702661991119385,0.019395673647522926,1631247677.486284,-0.42141860648033036
0.0008881202666088939,0.004318900406360626,-0.005065238103270531,-0.21612080420962138,1016.778076171875,-14.636820793151855,-37.23246765136719,-63.479000091552734,33.69659423828125,0.9647958278656006,0.025736013427376747,0.010425174608826637,1631247677.557861,-0.42931348007338
-0.002064112341031432,-0.000389784574508667,0.004599389620125294,-0.24709021554833555,1016.783935546875,-14.800816535949707,-36.963687896728516,-63.74494171142578,33.71495056152344,0.9643084406852722,0.044431041926145554,0.018183445557951927,1631247677.629412,-0.4363481585184121
